product_id,quantity,wholesale_cost,sale_price,supplier_id
CSE5UQK0AGPQ,4114,414.2,535.56,VEQQYGWH
TFYILQLLF115,3774,452.82,524.82,SPSRJXRS
H4YCL46AWZUT,608,33.76,60.57,XGCBTBYN
I89XL38JP5M8,7493,403.42,477.25,MNFXITXS
2OG5EYJZSKJ2,648,36.21,58.01,RLZQMNWJ
SES96GIEYQC7,4537,400.75,441.23,PIYDYPTC
C6AVTPUF9GG0,3731,395.42,594.71,GTQPDUYW
B2F6W6VA6CC1,7438,399.41,589.93,ODOAPUPB
6LRBK3W90TV1,4945,445.82,729.81,GLQAEOQF
EPYTJZZJT4VJ,4148,427.83,810.74,OPVLPGNP
H8BQ5LVV3S04,634,50.04,58.25,BYFCPELM
BEGXUZWBPZ30,3023,411.49,516.83,LLNHNSKA
21RXSNIRXVQL,7637,398.08,508.35,JPGLPLVP
QZZ8E1VE0S9A,6737,388.8,444.01,AIRHKZKV
OSDUQ78YZ9WK,2970,116.04,175.92,BHZVNRON
E4PDIL87HFV9,5913,390.12,724.45,IOTLFICR
0U657G47HNBP,1560,138.51,166.21,UMUZGJYV
I22ROV1RRWGR,5478,403.42,682.59,SPSRJXRS
TPBJ8WS0SUXH,5013,403.42,461.92,BMJSHBNA
DC01EI4E94Q4,3106,438.86,579.3,XKOHBPZZ
NJ5YKVRGSEHO,3856,383.54,692.29,VLGZVTVQ
RYSTLQN54TQE,3249,441.64,544.54,UNHSZJXF
SMDNWF40RA10,4253,388.8,711.89,YTVNVDEV
XC4UME1N2J2E,354,13.04,19.6,GTQPDUYW
RR7KZH7H1MZS,1196,135.08,183.84,SPDOOGFE
062RJ4L66E66,6848,404.76,691.33,OBVMYZLI
JN4KZ5CBLNK3,850,35.22,44.41,GCKGKIWD
5XNM6BZHCBTW,7472,375.7,596.24,LHEIBNGO
CCQQ8N2YJRRA,501,42.9,47.19,IOTLFICR
VJJHS79AT41C,2615,116.04,204.23,QYAHHFGX
35Y2JDA3HOFG,61,1.91,3.19,VNELHOLF
FLY2KONYRXNZ,5266,408.79,727.65,ANNRTCUF
705935L4SYBW,7470,319.06,365.96,OEAJLFNF
ORMO0YJWNYG4,7632,416.91,605.77,XGCBTBYN
HUE9XE0JFHWK,5410,364.07,634.57,PWSIGSHS
X9QY27JJJXNY,4745,383.54,640.51,XWCDGFFS
EF95GMT2O634,1828,130.84,212.88,SPSRJXRS
GCP5XIZOFUYH,7234,406.1,640.42,FHCSVNQP
K5P4U65PF5JU,18,0.27,0.3,OPVLPGNP
JOLCHTUFA1YA,7651,451.42,691.12,YIQLDJPL
MF29OBMUUHW3,2929,91.56,161.42,CSCXEACP
JGKI2U7B48TY,3845,429.2,812.48,OBVMYZLI
JAUCQ5CN1JI7,6926,427.83,763.68,OBVMYZLI
RLTX217R4O6W,1897,122.52,215.39,YIQLDJPL
AFL0SJ9WQLCX,6168,412.84,601.51,BYFCPELM
VJHGBEKHMFNG,3500,400.75,511.36,BDEAFCNM
AOBD841AGCVU,2057,135.93,247.8,XZAGPOCG
LR7R253CO751,7280,414.2,680.12,YICZBGZA
SA0X6BWMPZP8,7369,384.85,548.03,LHEIBNGO
7E00PQ4SNTB7,4910,415.55,740.93,QNMUTIKH
TQKBBLTLJWGQ,4293,387.48,719.94,ODOAPUPB
TB816DG72FED,5805,382.22,533.58,JPGLPLVP
JJGBMSMHAPR8,3212,357.67,557.25,QNMUTIKH
IDP15CRC59C7,2667,144.6,189.86,AIRHKZKV
3GM78HKOWBYQ,864,53.49,75.1,VLGZVTVQ
RDXTL88U9N3Z,2045,125.82,180.17,PCKHXFGY
48XHH1GUBKJM,5796,422.35,791.48,PIYDYPTC
WLACHZ51HCJN,5347,427.83,649.45,MJDXCJML
WKEEDSPREE58,5181,423.72,657.19,ODOAPUPB
CXIRHOHXNLVX,6776,351.32,405.77,BMJSHBNA
JXAVANV5NKD5,7517,404.76,503.52,YICZBGZA
1DXQH2ABVZ93,3781,362.78,611.28,XGCBTBYN
5YFCGSRXCIA2,4964,361.5,485.13,ODOAPUPB
PITDC9X27SVR,1885,116.84,179.47,RLZQMNWJ
3SD2A8Z26X8R,2128,110.48,121.86,RKYXKPPW
5PFNN35DOU91,856,40.27,47.4,AIRHKZKV
D9UCIXSLMIVQ,2555,127.48,203.59,LLNHNSKA
9VGDE63SFUGW,4479,431.95,802.56,QRUKFFOG
8ZE3I2D0NKWO,1405,105.8,128.76,SPDOOGFE
R6T11OKHTXP6,3698,384.85,658.86,QXTXITXU
H9UE97DWJVHD,4029,378.3,643.11,MDZQSKXO
2NXMELTFNL3Y,6253,407.45,740.34,ADMWFSCP
ZBM8SS0NVDYM,1881,134.22,219.45,IOTCUKCW
I8Y4H1CGE1M4,941,36.71,59.1,BYFCPELM
HV37XNDUDOIJ,2772,109.69,126.14,WJYMSRGC
BFFKK9RODEMZ,2444,106.58,179.69,PWYISQQQ
WYHT3RMW63GD,7513,492.85,624.44,BJCRNMST
YF1Y2Q6048M3,2413,129.16,152.67,LYAWRLFE
ZZOYXE5DLF8F,4625,414.2,779.11,RLZQMNWJ
JO67HZRP2SRT,82,4.22,5.87,QXTXITXU
41LA3XN2YQVQ,998,35.71,47.28,PCKHXFGY
1FZODRWMOB72,1418,123.34,168.48,LYAWRLFE
JIH6CGOTNEGW,2061,116.84,153.64,MDZQSKXO
YSF9MFRRQ8MK,5311,418.27,634.93,YIQLDJPL
IF950MFGG9NL,2442,142.85,203.42,GCKGKIWD
D23V39DMG6YK,6489,444.43,809.75,WJYMSRGC
UJCB27FO3TED,5084,436.09,565.61,ADLRYBLM
2F1ZVWLP2XTR,1113,134.22,226.16,MJDXCJML
YMHXJ05CTU70,4110,415.55,600.47,OTXZMFOP
KA78HNMF8XFO,6522,411.49,486.38,NKEHPQEG
F6997TPYDZW7,1614,120.07,183.83,YRTMLUBW
5DFGYB76D6JH,5448,412.84,618.43,TOEBDRFA
JFT5FP2V29U6,6307,374.4,453.4,JFPKCFFP
LG1F6DKK9OFG,6246,404.76,699.43,VEQQYGWH
V41YCN8HOIMH,5366,410.14,481.91,ADMWFSCP
O6IBN0SMX7OH,4159,391.44,576.98,UMUZGJYV
HQH7GYVVUUAL,7082,383.54,643.96,YSTSIUBO
CS0HBIDYSPBU,4412,391.44,441.15,ODOAPUPB
EYCC49PYI9H6,1866,139.37,165.85,YICZBGZA
U7C96BB8PFCF,4013,422.35,794.44,RLZQMNWJ
RILEE2LBIZI4,5603,410.14,643.92,FHCSVNQP
5YN07F590YEL,1541,125.82,143.31,RKYXKPPW
UJS3P2JDXA79,6318,392.76,563.61,ODOAPUPB
7YG8WDR6VM9R,622,35.71,47.14,OEAJLFNF
BFQYPVTKBO38,2233,124.99,189.86,VDSSUUSE
AP8WCAMF8M4U,407,42.9,59.72,LYAWRLFE
YJ0FFUWPVJ8R,5870,447.22,573.78,WJXPUKVV
YW6XQU717LTO,2244,120.89,184.48,WJYMSRGC
ZMXWARE02XYX,4093,466.96,669.62,QXTXITXU
OR4UCLXCFATB,4926,418.27,770.04,ANNRTCUF
KBUOBHWDMCC4,7064,455.63,723.08,PIYDYPTC
FLXS7XYQKYEI,6208,383.54,536.19,YICZBGZA
0JK5ERZB38XQ,4184,383.54,520.46,BJCRNMST
XYO759FJKOJV,4958,379.61,481.35,AIRHKZKV
1JZX0YPOO1AJ,4739,465.54,552.13,VDSSUUSE
R7IZB5R9IWEF,1215,119.26,131.19,ZBLEELUQ
PQYAJ1DLBATU,1993,107.35,118.09,ADLRYBLM
KQCDH9CDZB1S,5861,407.45,479.98,JJLQZLAD
K7NPOM8K44TH,3462,441.64,751.67,ODOAPUPB
726CPROW37S8,4220,476.96,817.51,AVSSCHIT
VPADG9WG82V7,463,30.92,52.81,XZAGPOCG
J2BCC98GJ6TA,6008,398.08,480.88,BJCRNMST
QW59R2I3I5OD,3652,348.79,568.88,RKYXKPPW
UIUON00WHI09,1385,136.79,244.58,CSCXEACP
57WMA4ZU05GB,2641,112.05,126.06,OTXZMFOP
DJHXHPHA5WD0,2313,129.99,163.14,WJXPUKVV
WTXYS275CIIV,2325,95.97,157.77,QRQOEZEA
V9QHKVDV0UO4,3014,366.64,541.53,CKKTVYIO
MPDN5K80PRBH,3407,361.5,438.86,LDHDYTKW
XC9ZMNRJYOFA,5969,407.45,618.92,IOTLFICR
1V3SA1M8L72R,1944,84.41,99.6,QNMUTIKH
R68YDBQUPAKP,4873,375.7,666.12,GCKGKIWD
BATGNHZFUSTO,6991,379.61,661.66,XKOHBPZZ
O2W4WHA6WAGA,2890,121.7,222.83,SPDOOGFE
CUXKLWNL364Z,3584,383.54,594.1,YTVNVDEV
A72KSMTVLX72,3004,400.75,726.96,QYAHHFGX
5GGV1RVM1L4R,3451,398.08,675.94,YSTSIUBO
CRY401Y7ALV1,861,32.8,53.14,QYAHHFGX
RTN2P6WTBFYB,6565,365.35,601.73,MDZQSKXO
2HAIA7KANOGG,1422,130.84,246.5,QLXEQSTG
FDYGT552PZI3,3818,458.45,601.03,GLQAEOQF
NJPU924KKOXB,6203,415.55,594.65,CKKTVYIO
QSN7UQN7DSIU,6046,358.94,412.78,RKYXKPPW
X5HDTMPUBKM8,5159,396.75,682.41,BJCRNMST
TE52Z1Q96VTC,2013,116.84,178.06,BYFCPELM
ZC0IR7X397WA,4601,391.44,593.81,UAXXAWZE
Z7VILG6S9GG2,5540,399.41,670.61,WWTYFSGK
IFM0Z2W05X92,311,9.95,18.68,UMUZGJYV
60LEAY5K5XNX,6932,380.92,636.52,FHCSVNQP
OXBVJHCJZN7X,7490,447.22,530.4,UAXXAWZE
EWXY7LAOVEJE,5164,394.09,744.04,JPGLPLVP
MVUO7XVHAXXW,1870,125.82,164.57,SPHMKEAN
QRBT8ENIPNFN,4163,345.02,648.29,IOTLFICR
5MCJW6IXFZEM,3115,364.07,499.5,ZBLEELUQ
92VIGQPCSC32,5536,427.83,558.32,LDHDYTKW
ON0DAL9B37P2,28,1.0,1.63,SPHMKEAN
4KKXF257DXJK,5036,447.22,838.54,PCKHXFGY
I9D0XW5MJUEO,5303,394.09,601.38,ODOAPUPB
YVYU56JIRJUJ,5291,429.2,755.82,YIQLDJPL
RD1XPUH8OJY5,4422,407.45,674.74,ODOAPUPB
BGSVTJNV0EYW,1765,124.17,218.91,QLXEQSTG
XQSAP72GQRYJ,5847,388.8,603.42,BJCRNMST
UI02TW6X8EVY,7098,379.61,629.01,CKKTVYIO
P4THYMXN7FYJ,7459,447.22,598.83,LDHDYTKW
JQ47CXRDV4FM,3715,391.44,562.5,BHZVNRON
DZ47NXNPWIBT,3161,412.84,667.56,TOEBDRFA
LPKPHP4R6FJT,4761,457.04,612.43,UAXXAWZE
MND80CVPK8Y7,1896,136.79,208.47,GTQPDUYW
Y4CEZT88PUDI,5204,373.1,526.82,RLZQMNWJ
FXLN60AGFFE5,4005,422.35,699.41,BDEAFCNM
0UFLG9KBZPCT,4011,360.22,414.97,YICZBGZA
9LO7136GRLP1,4413,402.08,479.68,LLNHNSKA
8PFQGCP793I4,6183,338.76,469.52,ZBLEELUQ
STKGS5VJIY57,2172,116.04,138.78,SPHMKEAN
ICSIIP4RHCIV,1537,109.69,144.24,JPGLPLVP
IDSS9322PI96,896,47.8,89.91,GLQAEOQF
2EJQUJYFKYBN,6489,440.25,596.1,VNELHOLF
U8G6VWZ9TWT1,5679,353.85,610.39,XZAGPOCG
RDCZ7273KRHU,7675,420.99,622.64,LLNHNSKA
2RAPC0TIQRLS,5321,412.84,504.9,SPDOOGFE
PJEW1YEMWGXS,6582,377.0,481.05,QLXEQSTG
GWKLKKCQBELE,3055,341.26,430.67,LYAWRLFE
S5306V31Q305,2873,119.26,209.3,YSTSIUBO
82EFGUWVDMPR,479,34.73,65.95,WJXPUKVV
N6HMXY1GLXPB,7297,444.43,667.09,SPDOOGFE
CQTVUTR8HXWR,5895,438.86,546.82,BHZVNRON
XPZ5RVXNP6DA,6708,403.42,638.61,YVNOQMRE
46DK4TM8A12S,6284,374.4,573.96,GCKGKIWD
858ZFSU7T6YI,2368,128.32,173.75,ANNRTCUF
MCIE2CYWMGMP,2852,125.82,155.64,UMUZGJYV
1G37HNQD4BRD,2426,141.98,235.12,AVSSCHIT
D87CKMTD4L7I,4161,367.93,461.02,QXTXITXU
Q6CVLDO3BK63,5482,375.7,545.52,RLZQMNWJ
OC4OOOVPR1LJ,5929,384.85,598.44,GTQPDUYW
K7TNQBU2DWA1,2723,139.37,253.37,NKEHPQEG
FI2V0BATFPO4,1212,149.02,163.92,VDSSUUSE
XDNJO8Z2FK86,4681,377.0,436.94,YSTSIUBO
4S9733TU5VEA,5747,395.42,643.35,FHCSVNQP
U6J61EW3PL6N,2593,141.98,233.56,PIYDYPTC
Y18OQ7VZCPIG,7746,379.61,682.54,QRUKFFOG
UNQ3ETSGNSSE,3665,390.12,617.56,CSCXEACP
LA04TZH6RZXK,905,33.28,40.5,WCCTLAZO
XE7987XDEC5T,3989,438.86,815.4,FHCSVNQP
QK6UEM618VZ0,3340,340.01,591.62,QRUKFFOG
EJ8G0EBZOXMY,4827,375.7,655.22,UAXXAWZE
570COS1BVY4H,6814,430.58,617.88,DKAIAEQE
LPC91NZO7FP3,2398,133.37,198.59,GTQPDUYW
ZF974E83VE2Y,6394,365.35,648.86,YVNOQMRE
ZGLGCXM94TBQ,4964,437.48,676.78,MJDXCJML
RC73Q1VVG4NC,3081,352.59,606.1,MAPFZZBL
XLRRHBVH6WZT,3223,404.76,730.59,QRQOEZEA
7CULC5U00DSM,6550,403.42,543.0,XWCDGFFS
BWYUKLSOYM4W,4694,403.42,633.37,XZAGPOCG
ZMO68129ELNM,1847,128.32,173.75,IOTCUKCW
ID3TW3DPQNL8,4035,399.41,637.86,YICZBGZA
CP30ADGQP49U,7722,371.8,532.79,UAXXAWZE
H0Z6MV3RSYIZ,679,41.84,75.56,CKKTVYIO
V3E4104RQJXA,4707,466.96,522.53,WWTYFSGK
Q9LGOZ4ES45Y,6,0.42,0.74,YRTMLUBW
KDOH7DD91RR6,159,11.45,19.65,SPHMKEAN
ZMO9JDA4FUOT,1228,131.68,183.56,YRTMLUBW
5LGPQMWSIEL4,1090,46.14,51.26,AVSSCHIT
3HKSRDHR34HG,639,40.27,53.2,GCKGKIWD
YA755B8I4IMK,1145,118.45,140.01,QXTXITXU
ED0PEU3JTNIQ,5942,457.04,712.98,GTQPDUYW
FR9E4I9SM4TB,5691,400.75,759.82,QRUKFFOG
WQZ9ICQU9IQM,3674,458.45,609.74,VLGZVTVQ
43O8AKAJ69VV,2753,118.45,193.55,LHEIBNGO
QOSWF5X5GR03,4195,420.99,697.16,YICZBGZA
LHQQPEJ18KG1,3694,425.09,658.89,PWSIGSHS
5KT95UWTTN91,1554,136.79,192.6,WWTYFSGK
RHDNS28EW3YZ,6650,420.99,767.04,XWCDGFFS
ESXDDCCQY36W,635,36.21,66.88,IOTCUKCW
7UTAMD0ECFHM,7330,356.4,496.82,YRTMLUBW
4SQHOD3OXMMG,4162,414.2,736.03,OEAJLFNF
H9T0UJH03HTG,2889,101.21,180.26,PWSIGSHS
UA2B01UICGY6,5997,418.27,792.62,PWYISQQQ
QG5AW0GUIIWD,4769,411.49,609.42,IOTLFICR
VK9OF5XIEE2K,7520,462.7,717.18,BHZVNRON
63BG2VKULD7A,6600,447.22,780.4,VDSSUUSE
O7Q8WYY3AXGZ,2513,129.99,193.17,YSTSIUBO
VY22QFSSSJD7,7060,395.42,440.5,PWSIGSHS
KJ1HL1R6TMFS,4224,466.96,713.05,WWTYFSGK
SMFPEL14I19R,1419,124.17,211.71,LDHDYTKW
4YN4J4TBR00O,7370,383.54,422.66,NKEHPQEG
WKAF3GUHKXQT,1541,123.34,190.68,RKYXKPPW
H6C284NK2W93,6375,399.41,464.91,CKKTVYIO
AUPG9YMSV7IM,3974,420.99,771.67,YSTSIUBO
RPHIM5QWW7GW,1804,135.08,156.15,GCKGKIWD
YZMP9R9VWN9O,4973,430.58,660.08,SPSRJXRS
PF6PIFGMES56,816,37.71,60.41,QYAHHFGX
827DQ8LYOR3W,5883,323.94,568.51,OTXZMFOP
0IDBVRNZOPIF,7154,394.09,667.59,XKOHBPZZ
1RICWBLODA7J,2427,131.68,202.13,QRQOEZEA
5BIRHWJ094DB,2075,138.51,206.8,LLNHNSKA
B62VLQ5TIZH1,6540,427.83,523.66,XWCDGFFS
PTA34CIWJAN7,5178,411.49,778.13,ZBLEELUQ
0YJA9JO1LOC4,5727,390.12,727.57,YSTSIUBO
4HM2K3QU5ALS,2045,124.99,210.11,ANNRTCUF
ZTSNZRV1PVCM,5202,423.72,702.53,JBBAJMPC
U6O40EUK01RG,58,3.62,5.84,ADMWFSCP
TQQAS3QAUGSI,4642,431.95,640.15,JFPKCFFP
1K2RPWURQ3NH,5164,429.2,499.16,RLZQMNWJ
D566TVCKWFPM,5956,426.46,567.19,JPGLPLVP
6G6AEQSCU6AT,4730,395.42,696.33,SPSRJXRS
6VOYSKHJI2PK,3719,386.16,558.0,LDHDYTKW
3XT2C9CY2XF7,1541,110.48,122.74,UAXXAWZE
MXSW8661IL0X,5916,489.95,794.21,XWCDGFFS
7Q19VXVRNCU7,1682,137.65,204.55,XZAGPOCG
S0C5NR9MI5SE,3148,411.49,518.48,SPDOOGFE
VJUIBTP0GOXQ,7349,391.44,603.21,BJCRNMST
Z3FNLY90ZHPO,3589,412.84,722.06,BYFCPELM
DDKNIKIFXK2J,1855,115.23,133.67,BDEAFCNM
G7HDRJNQGQAU,5839,427.83,797.9,IOTLFICR
OM8R2A0BC7LY,1766,126.65,142.1,MNFXITXS
FU0IS4LLC0X6,2497,121.7,218.82,SPHMKEAN
3W23Z4WWNIPZ,4835,434.71,748.14,NKEHPQEG
NY17Y7RTYFPS,609,30.92,35.53,YSTSIUBO
YLKYBG8XT5ZQ,6587,375.7,463.61,XZAGPOCG
4JPEJFD7Q9TA,6541,414.2,572.84,WWTYFSGK
U2OLIL1MQNZN,5349,412.84,582.93,QXTXITXU
2K9B25U2WD6Q,2479,124.17,221.64,YTVNVDEV
Y3RI4Z0W981L,4232,395.42,658.37,JBBAJMPC
SS0N1QYG6ZFC,4643,416.91,558.24,QXTXITXU
WQ5B32KB6L6R,383,6.22,7.91,LHEIBNGO
84ZO7RD5GHQR,107,5.52,9.65,ODOAPUPB
5L6CH0Y7FET8,1900,125.82,148.34,IOTCUKCW
Z38KDYCGKBYG,313,11.76,13.04,SPSRJXRS
190UWNEYZJ15,1471,143.72,197.9,QNMUTIKH
N2OR37940NIP,2332,109.69,126.14,LHEIBNGO
FQCJE3U0U4QQ,7693,395.42,675.77,QYAHHFGX
AOG9MPFPR51K,598,47.24,54.47,DKAIAEQE
Q7X7SH9Z8486,4551,404.76,569.9,BMJSHBNA
KC87Y7F4X8AR,5535,426.46,579.99,JJLQZLAD
4WMPHXWT9RPD,4111,465.54,780.25,QRUKFFOG
EUUJR99GPN97,315,11.45,15.68,YRTMLUBW
SNWW1KLAME87,5487,406.1,687.12,OEAJLFNF
Y81T4RN9INLU,4960,387.48,480.86,QYAHHFGX
PLUH46KCK89D,5742,423.72,567.78,SPSRJXRS
WW0QGW1MKECH,6425,416.91,742.1,NKEHPQEG
R5VVOOZWOECR,4396,398.08,578.01,ADLRYBLM
PIUHF2U7AR0D,2943,150.8,261.03,GCKGKIWD
WCVPNF0MLOZV,5245,390.12,637.85,VNELHOLF
R1O6RVFO8BXP,39,1.49,1.87,ADMWFSCP
Z8WGWR7JWUAG,3518,366.64,455.0,UMUZGJYV
VTEKZ92YUSJ7,2217,137.65,234.83,YTVNVDEV
ORJKQXFKQSVP,507,36.71,60.17,UMUZGJYV
PG14RAVL0QH9,4776,391.44,614.17,PIYDYPTC
Q6MEFE33PKBR,3350,402.08,547.63,BHZVNRON
2BSENQAR437Q,5069,434.71,520.78,AIRHKZKV
NSICUHNRLG2R,3756,379.61,499.19,WJXPUKVV
ZM7OLTP3FWJY,1009,41.31,77.04,OEAJLFNF
7J4R879BNV2V,1129,133.37,230.06,AIRHKZKV
6FH5XWCCEARS,1771,127.48,159.86,MDZQSKXO
KFGS4KJS1K8K,1207,112.05,142.42,VDSSUUSE
YWNCNQH5BJCX,4835,384.85,667.71,OPVLPGNP
D0TV5F6SS274,715,37.21,65.71,MNFXITXS
T9BIKTVCLY5C,4556,391.44,617.3,XZAGPOCG
G7UVAC3V9SZG,4522,386.16,588.89,LLNHNSKA
144FYIH98A4X,6319,441.64,594.89,QRUKFFOG
PUEIRDZ99OCS,4525,396.75,637.58,QLXEQSTG
C6SQ4O1SI2BB,2472,138.51,190.73,QLXEQSTG
MRXWHH43QJZH,6972,412.84,564.35,TOEBDRFA
DABMNH4Y1F7A,2634,108.13,137.54,XZAGPOCG
BAUNG5CC7GLL,3122,361.5,661.54,XKOHBPZZ
WAUOCVMKL1DE,1242,149.02,240.82,TOEBDRFA
L1C8U1TODKGW,4078,430.58,494.74,ADMWFSCP
SBAD6X9YKX9Y,4329,394.09,472.91,AVSSCHIT
L0RD6ZAWI700,3427,410.14,488.48,OBVMYZLI
2W0P2E9156O8,4254,365.35,628.77,ADLRYBLM
WS3M2P5YT2J9,442,41.31,56.31,FHCSVNQP
MVHRY6RQ7UYN,596,41.84,78.16,IOTLFICR
NI39ELFDKJ1U,4265,364.07,508.24,WJXPUKVV
82EPN1LDRFBX,6983,379.61,459.33,QXTXITXU
ZVUH8LO80C16,6830,402.08,585.43,FHCSVNQP
FD6BHMCE6PCM,4416,378.3,440.34,QYAHHFGX
2GIJUZQ23DZS,3036,355.12,589.85,XKOHBPZZ
5KB6YI0SIFN0,3900,423.72,552.11,GTQPDUYW
XN963T99D6YQ,4843,387.48,437.85,OTXZMFOP
KW0ZWDOVM468,3615,411.49,513.95,MAPFZZBL
CV7MJXCTFF2X,4204,469.81,546.39,ADLRYBLM
Y7F5IN8AZBS8,1904,117.64,153.17,IOTCUKCW
UZ3ETNJ464LR,1379,106.58,168.08,PCKHXFGY
5R9VHO1B223Q,4876,378.3,477.04,ODOAPUPB
B0CTBAIX1TAI,384,8.81,13.44,VEQQYGWH
